customerid,tenure,monthlycharges,totalcharges,contract,paymentmethod,churn,gender,seniorcitizen,partner,dependents,internetservice,source
6833-JMZYP,15,94.0,1505.45,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
2722-VOJQL,64,105.65,6903.1,One year,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
1310-QRITU,18,50.3,913.3,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
8961-QDZZJ,57,95.0,5535.8,One year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
9715-SBVSU,14,61.4,815.55,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
8490-BXHEO,18,80.55,1411.65,Month-to-month,Credit card (automatic),0,Male,1,No,No,Fiber optic,kaggle
7173-TETGO,72,78.5,5602.25,Two year,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
7929-SKFGK,70,114.3,8244.3,Two year,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
2300-RQGOI,38,20.05,741.5,Two year,Mailed check,0,Female,0,No,No,No,kaggle
3563-SVYLG,68,62.65,4375.8,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
5228-EXCET,13,80.85,1008.7,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6435-VWCCY,65,92.7,5968.4,Two year,Credit card (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
4998-IKFSE,30,100.45,3096.9,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
8630-QSGXK,51,75.2,3901.25,Two year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
2455-USLMV,31,84.75,2613.4,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
7394-FKDNK,9,89.45,853.1,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
9488-FVZCC,72,79.5,5661.7,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
6331-LWDTQ,10,72.15,794.25,Month-to-month,Credit card (automatic),1,Male,0,No,No,DSL,kaggle
5995-WWKKG,37,19.8,695.05,One year,Electronic check,0,Female,0,No,No,No,kaggle
1597-FZREH,2,76.4,160.8,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
7879-CGSFV,55,100.9,5552.05,One year,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
9921-EZKBY,33,95.3,3275.15,Month-to-month,Bank transfer (automatic),0,Male,0,No,Yes,Fiber optic,kaggle
7432-FFVAR,46,90.95,4236.6,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
7246-ZGQDF,1,54.5,54.5,Month-to-month,Electronic check,0,Female,0,No,Yes,DSL,kaggle
7000-WCEVQ,20,61.6,1174.35,Month-to-month,Mailed check,1,Female,1,No,No,DSL,kaggle
0727-IWKVK,9,79.9,741.7,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
5959-BELXA,32,96.15,3019.25,Month-to-month,Credit card (automatic),1,Male,1,No,No,Fiber optic,kaggle
4456-RHSNB,19,49.6,962.9,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3512-IZIKN,70,65.3,4759.75,Two year,Credit card (automatic),1,Female,0,Yes,No,DSL,kaggle
2481-SBOYW,61,25.0,1498.35,Two year,Credit card (automatic),0,Female,0,No,Yes,No,kaggle
7109-MFBYV,26,45.45,1233.15,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
1833-TCXKK,45,107.75,4882.8,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
1832-PEUTS,62,89.1,5411.65,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
6141-OOXUQ,1,19.65,19.65,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
8660-BUETV,3,44.75,148.05,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
0580-PIQHM,41,101.6,3930.55,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
5696-CEIQJ,67,103.15,6895.5,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
7503-ZGUZJ,1,84.65,84.65,Month-to-month,Mailed check,1,Male,0,No,No,Fiber optic,kaggle
1696-HXOWK,71,95.65,6856.95,One year,Mailed check,0,Female,0,Yes,No,Fiber optic,kaggle
3026-ATZYV,37,75.1,2658.8,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
4012-YCFAI,60,61.35,3766.2,Two year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
2506-TNFCO,1,69.55,69.55,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
9970-QBCDA,6,19.7,129.55,Month-to-month,Credit card (automatic),0,Female,0,No,No,No,kaggle
8718-PTMEZ,13,31.05,347.25,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
9496-IVVRP,11,51.0,581.7,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
2207-OBZNX,7,51.0,354.05,Month-to-month,Mailed check,1,Male,0,No,No,DSL,kaggle
2657-VPXTA,10,88.85,929.45,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
6551-VLJMV,34,20.05,679.0,Two year,Credit card (automatic),0,Male,0,Yes,No,No,kaggle
1221-GHZEP,62,65.1,3846.75,Two year,Mailed check,0,Female,0,No,No,DSL,kaggle
9289-LBQVU,64,70.15,4480.7,One year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
6142-VSJQO,1,44.35,44.35,Month-to-month,Bank transfer (automatic),1,Female,0,Yes,Yes,DSL,kaggle
3458-IDMFK,25,20.75,499.4,Two year,Mailed check,0,Male,0,No,No,No,kaggle
6933-FHBZC,26,56.05,1553.2,One year,Mailed check,0,Female,0,No,No,DSL,kaggle
0221-NAUXK,10,19.95,219.5,One year,Bank transfer (automatic),0,Male,0,No,Yes,No,kaggle
9770-KXGQU,53,98.6,5311.85,One year,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
6437-UKHMV,7,79.7,586.05,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
6538-POCHL,33,79.0,2576.8,Month-to-month,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
6726-NNFWD,71,89.45,6435.25,Two year,Credit card (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
3002-WQZWT,29,74.2,1993.25,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
4277-UDIEF,24,81.0,1923.85,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
1208-NBVFH,20,49.6,939.8,Month-to-month,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
4912-PIGUY,1,84.6,84.6,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
1114-CENIM,54,55.0,3092.65,Month-to-month,Credit card (automatic),1,Male,0,No,Yes,DSL,kaggle
6060-DRTNL,5,84.85,415.55,Month-to-month,Mailed check,1,Female,1,No,No,Fiber optic,kaggle
2725-TTRIQ,72,84.2,5986.55,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3374-TTZTK,52,106.3,5487.0,Two year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
8990-ZXLSU,9,69.05,651.5,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
2275-RBYQS,1,45.4,45.4,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
8473-VUVJN,1,73.65,73.65,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
6289-CPNLD,33,73.9,2405.05,One year,Mailed check,1,Male,0,Yes,Yes,DSL,kaggle
5536-SLHPM,55,77.75,4458.15,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
4419-UJMUS,69,99.35,6856.45,Two year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
7794-JASDG,1,50.75,50.75,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
7609-YBPXG,54,87.1,4735.2,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
5519-TEEUH,33,20.15,682.15,One year,Mailed check,0,Male,0,No,Yes,No,kaggle
7856-GANIL,45,98.7,4525.8,One year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
0804-XBFBV,11,25.2,321.05,Month-to-month,Electronic check,0,Female,0,No,Yes,DSL,kaggle
2676-OXPPQ,6,55.7,335.65,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
3703-TTEPD,21,65.35,1424.4,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
2799-TSLAG,65,25.3,1748.55,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
0196-VULGZ,6,84.35,474.9,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
8837-VVWLQ,8,84.95,668.4,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2696-NARTR,11,73.85,926.25,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
2208-NKVVH,43,24.25,1077.95,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
7614-QVWQL,49,51.8,2541.25,One year,Bank transfer (automatic),1,Male,0,Yes,Yes,DSL,kaggle
1976-CFOCS,1,46.0,46.0,Month-to-month,Electronic check,1,Female,1,Yes,No,DSL,kaggle
4631-OACRM,15,79.4,1156.1,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
7139-JZFVG,60,60.5,3694.45,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
4987-GQWPO,17,25.1,382.8,Month-to-month,Credit card (automatic),0,Male,0,No,No,DSL,kaggle
3755-JBMNH,16,71.8,1167.8,Month-to-month,Bank transfer (automatic),1,Male,1,Yes,No,Fiber optic,kaggle
1757-TCATG,35,20.05,746.75,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
6345-ULYRW,44,88.4,3912.9,One year,Mailed check,1,Male,1,Yes,No,Fiber optic,kaggle
4776-XSKYQ,12,30.25,368.85,One year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
8048-DSDFQ,1,20.2,20.2,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
5753-QQWPW,28,59.9,1654.7,One year,Electronic check,0,Female,0,No,No,DSL,kaggle
6010-DDPPW,70,25.15,1940.85,Two year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
1809-DMJHQ,5,46.0,221.7,Month-to-month,Mailed check,1,Female,0,No,Yes,DSL,kaggle
6693-FRIRW,18,101.3,1794.65,Month-to-month,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
6586-MYGKD,70,76.95,5289.8,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
3173-NVMPX,9,55.3,501.2,Month-to-month,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
0248-PGHBZ,67,92.45,6140.85,Two year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
0623-GDISB,1,48.45,48.45,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
2892-GESUL,18,19.35,309.25,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
6923-EFPNL,4,51.75,201.1,Month-to-month,Credit card (automatic),1,Male,0,No,No,DSL,kaggle
7472-EQOAV,71,86.7,6179.35,One year,Bank transfer (automatic),0,Male,1,Yes,Yes,Fiber optic,kaggle
9574-RKJIF,30,94.4,2838.7,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
2043-WVTQJ,1,55.7,55.7,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
8034-RYTVV,55,84.25,4589.85,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
3863-QSTYI,59,64.65,3735.45,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
2619-WFQWU,1,70.15,70.15,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
5044-LRQAQ,7,69.2,477.55,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
1716-LSAMB,45,54.65,2553.7,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
1333-PBMXB,54,24.75,1342.15,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
6546-OPBBH,51,23.95,1216.35,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
5985-BEHZK,72,105.0,7578.05,One year,Credit card (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
9127-QRZMH,44,59.85,2603.95,One year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
5919-VCZYM,2,20.05,42.7,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
9644-KVCNC,66,92.15,6056.9,One year,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
2137-DQMEV,68,44.8,2983.65,One year,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
8174-LNWMW,31,20.9,689.35,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
9279-CJEOJ,21,95.4,2025.1,Month-to-month,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
7964-VEXDG,21,80.35,1747.2,Month-to-month,Electronic check,0,Male,0,No,Yes,Fiber optic,kaggle
2404-JIBFC,55,85.1,4657.95,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
0778-NELLA,9,34.7,296.1,Month-to-month,Credit card (automatic),1,Male,0,No,No,DSL,kaggle
8029-XYPWT,71,115.05,8016.6,Two year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
4614-NUVZD,1,81.1,81.1,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4632-PAOYU,22,19.95,433.5,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
3803-KMQFW,1,20.55,20.55,Month-to-month,Mailed check,1,Female,0,Yes,Yes,No,kaggle
6804-GDMOI,61,106.6,6428.4,Two year,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2990-OGYTD,67,86.15,5883.85,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
6646-JPPHA,14,78.85,1043.8,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
9572-MTILT,59,106.75,6252.9,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
7658-UYUQS,21,86.55,1857.25,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
7880-XSOJX,4,42.4,146.4,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
9611-CTWIH,3,89.45,240.45,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4589-IUAJB,70,24.25,1724.15,Two year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
0329-GTIAJ,3,97.9,315.3,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
8746-BFOAJ,21,20.5,429.55,One year,Bank transfer (automatic),0,Male,1,No,No,No,kaggle
8457-XIGKN,20,19.6,356.15,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
6072-NUQCB,22,20.25,488.25,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
6629-CZTTH,1,55.7,55.7,Month-to-month,Mailed check,1,Male,0,No,No,DSL,kaggle
8838-GPHZP,63,20.6,1298.7,Two year,Mailed check,0,Female,0,No,No,No,kaggle
8750-QWZAJ,70,19.8,1378.75,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
5364-EVNIB,13,79.8,973.45,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6918-UMQCG,5,80.2,384.25,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
0675-NCDYU,72,116.4,8543.25,Two year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
6339-DKLMK,13,31.65,389.95,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
1346-PJWTK,61,94.15,5731.85,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
5088-QZLRL,1,20.65,20.65,Month-to-month,Electronic check,0,Male,0,No,No,No,kaggle
8023-QHAIO,56,76.85,4275.75,Month-to-month,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
4397-FRLTA,4,20.15,84.5,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
3057-VJJQE,35,55.25,1924.1,Two year,Mailed check,0,Male,0,No,No,DSL,kaggle
5087-SUURX,18,39.05,669.85,Month-to-month,Electronic check,1,Female,0,Yes,No,DSL,kaggle
2302-OUZXB,72,82.15,5784.3,Two year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
8133-ANHHJ,49,103.0,5166.2,One year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
2270-CHBFN,44,95.1,4060.55,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
0013-EXCHZ,3,83.9,267.4,Month-to-month,Mailed check,1,Female,1,Yes,No,Fiber optic,kaggle
5982-FPVQN,37,95.15,3532.85,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
9107-UKCKY,61,79.8,4914.8,One year,Electronic check,0,Male,0,Yes,No,DSL,kaggle
4654-ULTTN,70,74.8,5315.8,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
5550-VFRLC,1,69.85,69.85,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
5546-BYZSM,41,20.45,775.6,Month-to-month,Electronic check,0,Female,0,No,No,No,kaggle
1492-KGETH,70,78.35,5445.95,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
4929-BSTRX,1,53.55,53.55,Month-to-month,Mailed check,1,Female,0,No,No,DSL,kaggle
4163-HFTUK,51,19.1,1007.8,One year,Electronic check,0,Male,0,No,No,No,kaggle
8215-NGSPE,42,20.0,833.55,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
2225-ZRGSG,70,93.9,6579.05,Two year,Bank transfer (automatic),1,Female,0,Yes,Yes,Fiber optic,kaggle
8859-YSTWS,48,19.95,1004.5,One year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
5271-YNWVR,68,113.15,7856.0,Two year,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
7601-DHFWZ,48,24.0,1183.05,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
2657-ALMWY,26,84.95,2169.75,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
6330-JKLPC,11,80.5,896.9,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,No,Fiber optic,kaggle
4667-OHGKG,1,19.3,19.3,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
1998-VHJHK,27,19.15,501.35,One year,Mailed check,0,Female,0,No,No,No,kaggle
1707-HABPF,46,91.3,4126.35,One year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
1660-HSOOQ,1,49.65,49.65,Month-to-month,Mailed check,1,Male,0,No,No,DSL,kaggle
7253-UVNDW,46,54.35,2460.15,Two year,Credit card (automatic),1,Female,0,No,No,DSL,kaggle
0487-VVUVK,25,19.15,477.6,Month-to-month,Mailed check,0,Male,0,Yes,Yes,No,kaggle
7228-OMTPN,4,88.45,370.65,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5063-IUOKK,13,19.75,265.75,Two year,Mailed check,0,Male,0,No,No,No,kaggle
4508-OEBEY,31,75.5,2424.45,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
0027-KWYKW,23,83.75,1849.95,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
2308-STERM,2,19.4,61.05,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
5982-XMDEX,65,26.5,1698.55,Two year,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
6284-AHOOQ,22,90.5,1910.6,Month-to-month,Bank transfer (automatic),1,Male,1,No,No,Fiber optic,kaggle
6051-PTVNS,55,19.15,998.1,One year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
2344-JMOGN,9,94.85,890.6,Month-to-month,Mailed check,1,Male,0,Yes,No,Fiber optic,kaggle
3799-ISUZQ,7,69.95,529.5,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
2877-VDUER,35,40.9,1383.6,One year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
9152-AMKAK,6,80.25,493.4,Two year,Mailed check,0,Male,0,No,No,DSL,kaggle
1794-HBQTJ,1,48.6,48.6,Month-to-month,Credit card (automatic),1,Female,0,No,No,DSL,kaggle
9432-VOFYX,17,70.8,1207.0,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
8049-WJCLQ,10,60.2,563.5,Month-to-month,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
6586-PSJOX,15,55.2,864.55,One year,Credit card (automatic),0,Male,0,No,Yes,DSL,kaggle
2460-FPSYH,40,55.8,2109.35,Month-to-month,Electronic check,1,Female,1,No,No,DSL,kaggle
9705-ZJBCG,13,54.15,701.05,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
4818-DRBQT,29,80.15,2265.25,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,No,Fiber optic,kaggle
1320-HTRDR,3,75.5,220.6,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
6847-KJLTS,58,100.4,5749.8,Month-to-month,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
9670-BPNXF,45,62.55,2796.45,One year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
3913-FCUUW,72,70.45,5165.7,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3301-VKTGC,68,85.5,5696.6,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
1493-AMTIE,1,20.2,20.2,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,No,kaggle
9555-SAHUZ,38,54.5,2076.05,Month-to-month,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
0816-TSPHQ,2,20.75,44.2,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
9932-WBWIK,11,20.35,215.25,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
4619-EVPHY,20,91.0,1859.5,One year,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
5286-YHCVC,72,104.8,7470.1,Two year,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
6424-ELEYH,3,74.75,229.5,Month-to-month,Credit card (automatic),1,Female,0,Yes,No,Fiber optic,kaggle
4391-RESHN,23,104.05,2470.1,Month-to-month,Mailed check,1,Male,0,No,No,Fiber optic,kaggle
9115-YQHGA,40,51.1,2092.9,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
4462-CYWMH,62,89.8,5629.55,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
8963-MQVYN,22,20.55,469.85,Month-to-month,Electronic check,0,Female,0,No,Yes,No,kaggle
2458-EOMRE,11,64.05,733.95,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
9334-GWGOW,7,74.85,485.25,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
6821-BUXUX,13,96.65,1244.5,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
5028-HTLJB,1,20.05,20.05,Month-to-month,Mailed check,1,Male,1,No,No,No,kaggle
9801-GDWGV,39,103.45,3994.45,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
6542-LWGXJ,3,25.0,78.25,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
5567-GZKQY,58,20.3,1131.5,Two year,Credit card (automatic),0,Male,0,No,No,No,kaggle
1222-LRYKO,6,26.35,184.05,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
2320-JRSDE,1,19.9,19.9,Month-to-month,Electronic check,1,Female,0,Yes,Yes,No,kaggle
2087-QAREY,22,54.7,1178.75,Month-to-month,Mailed check,0,Female,0,Yes,No,DSL,kaggle
0601-WZHJF,14,46.35,667.7,Month-to-month,Electronic check,1,Male,0,Yes,No,DSL,kaggle
4423-JWZJN,64,90.25,5629.15,One year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
5143-WMWOG,1,19.95,19.95,Month-to-month,Electronic check,1,Male,0,No,No,No,kaggle
6490-FGZAT,6,20.65,109.3,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
5393-RXQSZ,1,79.6,79.6,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
7452-FOLON,39,25.45,958.45,One year,Bank transfer (automatic),0,Male,0,No,Yes,No,kaggle
2320-TZRRH,20,19.5,403.15,One year,Mailed check,0,Female,0,No,No,No,kaggle
0231-LXVAP,1,75.9,75.9,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
9444-JTXHZ,1,76.2,76.2,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
4942-VZZOM,64,66.15,4392.5,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
5510-BOIUJ,1,19.25,19.25,Month-to-month,Mailed check,1,Male,0,No,Yes,No,kaggle
7502-BNYGS,46,69.1,3168.0,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
4291-HYEBC,28,39.1,1096.6,One year,Electronic check,0,Female,1,Yes,Yes,DSL,kaggle
6147-CBCRA,33,20.05,669.45,Month-to-month,Mailed check,0,Female,0,Yes,No,No,kaggle
6047-SUHPR,39,59.8,2343.85,One year,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
4471-KXAUH,42,84.3,3588.4,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
9752-ZNQUT,1,48.6,48.6,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
7638-QVMVY,7,79.0,522.95,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
1576-PFZIW,70,105.35,7511.9,Two year,Credit card (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
5666-MBJPT,65,25.1,1725.0,Two year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
7312-XSBAT,1,49.75,49.75,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
3096-GKWEB,18,94.75,1691.9,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
2371-JQHZZ,24,93.0,2248.05,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
0674-GCDXG,63,71.9,4479.2,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
1121-QSIVB,44,77.55,3471.1,One year,Mailed check,0,Female,0,No,Yes,DSL,kaggle
4396-KLSEH,4,19.85,63.0,Month-to-month,Electronic check,0,Male,0,No,No,No,kaggle
3244-DCJWY,1,70.25,70.25,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2824-MYYBN,37,95.25,3314.15,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
0875-CABNR,10,84.6,865.55,Month-to-month,Credit card (automatic),1,Female,1,No,No,Fiber optic,kaggle
