customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
0289-IVARM,35,60.55,1982.6,0,0,No,No,kaggle,56.645714285714284,False,False,False,True,False,False,False,False,False,True,False
9761-XUJWD,5,65.6,339.9,0,0,No,No,kaggle,67.97999999999999,False,False,False,False,False,True,False,False,False,False,False
4057-FKCZK,58,82.5,4828.05,0,0,Yes,Yes,kaggle,83.24224137931034,False,True,False,False,False,True,True,False,False,False,True
4291-TPNFG,72,82.3,5980.55,0,0,Yes,No,kaggle,83.06319444444445,False,True,False,False,False,True,False,False,False,False,True
6087-YPWHO,72,68.15,4808.7,0,0,Yes,No,kaggle,66.7875,False,True,False,False,True,True,False,False,False,False,True
3090-QFUVD,1,20.3,20.3,0,0,No,No,kaggle,20.3,False,False,True,False,False,False,False,True,False,False,False
2237-ZFSMY,39,95.55,3692.85,1,0,No,No,kaggle,94.68846153846154,True,False,False,True,False,False,True,False,False,True,False
1722-LDZJS,53,20.2,1068.15,0,0,Yes,Yes,kaggle,20.15377358490566,True,False,True,False,False,True,False,True,False,False,True
1818-ESQMW,27,89.2,2383.6,0,0,No,No,kaggle,88.28148148148148,False,False,False,True,False,False,True,False,False,True,False
4871-JTKJF,1,69.65,69.65,1,1,No,No,kaggle,69.65,False,False,False,True,False,False,True,False,False,False,False
1415-YFWLT,1,89.3,89.3,1,1,No,No,kaggle,89.3,False,False,False,True,False,False,True,False,False,False,False
7401-RUBNK,18,74.8,1438.05,0,0,Yes,No,kaggle,79.89166666666667,False,False,False,True,False,False,True,False,True,False,False
0506-YLVKJ,46,20.2,917.45,0,0,Yes,Yes,kaggle,19.944565217391304,False,True,False,False,True,True,False,True,False,True,False
8661-BOYNW,72,84.4,6096.45,0,0,Yes,No,kaggle,84.67291666666667,False,True,True,False,False,False,False,False,False,False,True
6711-VTNRE,36,87.55,3078.1,1,0,No,No,kaggle,85.50277777777778,False,False,False,True,False,False,True,False,False,True,False
4815-GBTCD,4,25.15,99.95,0,0,Yes,No,kaggle,24.9875,False,False,False,True,False,False,False,False,False,False,False
2805-AUFQN,25,19.8,475.2,0,0,No,No,kaggle,19.008,False,True,True,False,False,False,False,True,False,True,False
0980-PVMRC,40,50.85,2036.55,0,0,Yes,Yes,kaggle,50.91375,False,False,False,True,False,False,False,False,False,True,False
7233-DRTRF,63,102.4,6444.05,0,0,Yes,No,kaggle,102.28650793650795,False,False,False,True,False,True,True,False,False,False,True
3500-RMZLT,15,96.3,1426.75,1,1,No,No,kaggle,95.11666666666666,False,False,False,False,True,False,True,False,True,False,False
3873-NFTGI,14,55.5,767.55,0,0,No,No,kaggle,54.824999999999996,False,False,True,False,False,True,False,False,True,False,False
1162-ECVII,72,109.75,7932.5,0,1,Yes,No,kaggle,110.17361111111111,False,True,False,False,False,True,True,False,False,False,True
7048-GXDAY,39,106.4,4040.65,0,0,No,No,kaggle,103.60641025641026,False,False,False,True,False,True,True,False,False,True,False
8571-ZCMCX,47,60.0,2768.65,0,0,Yes,Yes,kaggle,58.90744680851064,False,True,True,False,False,False,False,False,False,True,False
1169-WCVAK,19,88.8,1672.35,0,0,Yes,No,kaggle,88.01842105263158,False,False,True,False,False,True,True,False,True,False,False
4548-SDBKE,5,85.2,474.8,1,0,No,No,kaggle,94.96000000000001,False,False,False,True,False,False,True,False,False,False,False
8066-POXGX,13,35.1,446.1,1,0,No,No,kaggle,34.315384615384616,False,False,False,True,False,False,False,False,True,False,False
7129-CAKJW,17,80.05,1345.65,0,0,No,No,kaggle,79.15588235294118,False,False,False,False,False,False,True,False,True,False,False
8695-ARGXZ,34,75.55,2425.4,0,1,Yes,No,kaggle,71.33529411764707,False,False,False,True,False,True,True,False,False,True,False
3570-YUEKJ,42,49.55,2077.95,0,0,No,No,kaggle,49.474999999999994,False,False,False,True,False,False,False,False,False,True,False
4143-OOBWZ,5,81.3,416.3,1,0,Yes,No,kaggle,83.26,False,False,False,True,False,True,True,False,False,False,False
1555-HAPSU,71,23.9,1663.5,0,0,Yes,Yes,kaggle,23.429577464788732,False,True,True,False,False,False,False,True,False,False,True
1697-NVVGY,19,66.4,1286.05,0,1,Yes,No,kaggle,67.68684210526315,False,False,False,False,False,True,False,False,True,False,False
7854-EKTJL,2,19.6,35.85,1,0,No,Yes,kaggle,17.925,False,False,False,True,False,False,False,True,False,False,False
8464-EETCQ,57,18.8,1094.35,0,0,No,No,kaggle,19.19912280701754,False,True,True,False,False,True,False,True,False,False,True
2419-FSORS,72,108.4,7719.5,0,0,Yes,No,kaggle,107.21527777777777,False,True,False,True,False,True,True,False,False,False,True
8132-YPVBX,6,85.95,514.6,0,0,No,No,kaggle,85.76666666666667,False,False,False,False,True,False,True,False,False,False,False
9102-IAYHT,17,85.45,1451.6,1,0,Yes,Yes,kaggle,85.38823529411764,False,False,False,True,False,False,True,False,True,False,False
6754-LZUKA,61,80.9,4932.5,0,0,Yes,No,kaggle,80.86065573770492,False,True,False,False,False,True,False,False,False,False,True
3422-LYEPQ,1,71.0,71.0,1,0,Yes,Yes,kaggle,71.0,False,False,False,True,False,True,True,False,False,False,False
8099-MZPUJ,48,111.8,5443.65,0,0,Yes,Yes,kaggle,113.409375,False,True,True,False,False,True,True,False,False,True,False
0787-LHDYT,16,20.6,330.25,0,0,No,No,kaggle,20.640625,False,False,True,False,False,True,False,True,True,False,False
2642-DTVCO,9,85.05,746.5,1,1,No,No,kaggle,82.94444444444444,False,False,False,True,False,True,True,False,False,False,False
0374-IOEGQ,3,44.6,122.7,0,0,No,No,kaggle,40.9,False,False,False,True,False,False,False,False,False,False,False
4361-JEIVL,1,44.4,44.4,1,0,No,Yes,kaggle,44.4,False,False,False,True,False,True,False,False,False,False,False
3197-NNYNB,65,105.1,6631.85,0,0,No,No,kaggle,102.02846153846154,False,True,True,False,False,True,True,False,False,False,True
3396-DKDEL,70,115.15,8250.0,0,0,Yes,Yes,kaggle,117.85714285714286,False,True,True,False,False,False,True,False,False,False,True
1752-OZXFY,60,59.8,3561.15,0,0,Yes,No,kaggle,59.3525,True,False,False,False,True,True,False,False,False,False,True
9066-QRSDU,69,26.3,1763.55,0,0,Yes,No,kaggle,25.558695652173913,True,False,False,True,False,False,False,True,False,False,True
9112-WSNPU,35,70.55,2419.0,0,1,No,No,kaggle,69.11428571428571,False,False,False,True,False,False,True,False,False,True,False
9867-NNXLC,22,20.05,470.2,0,0,No,No,kaggle,21.37272727272727,False,False,False,False,True,False,False,True,True,False,False
5321-NTRKC,66,79.85,5234.95,0,0,Yes,Yes,kaggle,79.31742424242424,False,True,False,False,False,True,False,False,False,False,True
1363-TXLSL,1,70.3,70.3,1,1,Yes,No,kaggle,70.3,False,False,False,True,False,True,True,False,False,False,False
9507-EXLTT,1,79.35,79.35,1,0,Yes,No,kaggle,79.35,False,False,False,False,False,False,True,False,False,False,False
3161-GETRM,34,90.05,3097.0,0,0,Yes,Yes,kaggle,91.08823529411765,False,False,True,False,False,True,True,False,False,True,False
0402-OAMEN,72,24.45,1709.1,0,0,Yes,Yes,kaggle,23.737499999999997,False,True,False,False,False,False,False,True,False,False,True
6933-VLYFX,31,59.95,1848.8,0,0,Yes,Yes,kaggle,59.63870967741936,True,False,False,True,False,True,False,False,False,True,False
6754-WKSHP,30,25.35,723.3,0,0,No,Yes,kaggle,24.11,True,False,False,False,False,True,False,True,False,True,False
9846-GKXAS,9,90.8,809.75,1,0,No,No,kaggle,89.97222222222223,False,False,False,False,False,False,True,False,False,False,False
6017-PPLPX,20,70.45,1470.95,1,0,Yes,Yes,kaggle,73.5475,False,False,False,True,False,True,True,False,True,False,False
4976-LNFVV,19,34.3,577.15,0,1,Yes,No,kaggle,30.376315789473683,False,False,True,False,False,True,False,False,True,False,False
5055-MGMGF,65,105.05,6914.95,0,0,Yes,No,kaggle,106.38384615384615,False,False,False,True,False,False,True,False,False,False,True
4641-FROLU,30,19.3,602.9,0,0,Yes,Yes,kaggle,20.096666666666668,False,True,False,False,True,False,False,True,False,True,False
2862-JVEOY,6,19.15,124.4,0,0,No,No,kaggle,20.733333333333334,True,False,False,False,True,True,False,True,False,False,False
2969-QWUBZ,2,51.4,96.8,0,0,No,No,kaggle,48.4,False,False,False,True,False,False,False,False,False,False,False
9822-BIIGN,53,71.85,3827.9,0,0,Yes,Yes,kaggle,72.22452830188679,False,False,False,True,False,True,False,False,False,False,True
2077-MPJQO,7,75.4,533.05,0,1,Yes,No,kaggle,76.14999999999999,False,False,False,True,False,True,True,False,False,False,False
1534-OULXE,61,49.7,2961.4,0,0,Yes,Yes,kaggle,48.54754098360656,True,False,False,False,False,False,False,False,False,False,True
7136-RVDTZ,70,45.25,3264.45,1,1,No,No,kaggle,46.635,True,False,False,True,False,True,False,False,False,False,True
2971-SGAFL,13,78.75,995.35,0,0,No,No,kaggle,76.56538461538462,False,False,False,True,False,False,False,False,True,False,False
1480-IVEVR,35,81.6,2815.25,0,1,Yes,No,kaggle,80.43571428571428,True,False,False,False,False,True,True,False,False,True,False
2905-KFQUV,2,70.4,154.8,0,0,Yes,No,kaggle,77.4,False,False,True,False,False,False,True,False,False,False,False
4581-SSPWD,3,75.8,246.3,1,0,No,No,kaggle,82.10000000000001,False,False,False,True,False,False,True,False,False,False,False
3370-HXOPH,3,76.1,257.6,0,0,No,No,kaggle,85.86666666666667,False,False,False,True,False,False,True,False,False,False,False
9391-YZEJW,62,94.0,5757.2,0,0,No,No,kaggle,92.85806451612903,True,False,False,False,False,False,True,False,False,False,True
9958-MEKUC,72,103.95,7517.7,0,0,Yes,Yes,kaggle,104.4125,False,True,True,False,False,True,True,False,False,False,True
0281-CNTZX,63,19.95,1234.8,0,0,Yes,No,kaggle,19.599999999999998,False,True,False,False,False,True,False,True,False,False,True
6927-WTFIV,20,71.3,1389.2,1,1,No,No,kaggle,69.46000000000001,False,False,True,False,False,True,True,False,True,False,False
4118-CEVPF,35,110.8,3836.3,0,1,No,No,kaggle,109.60857142857144,True,False,False,False,False,False,True,False,False,True,False
3398-ZOUAA,21,69.1,1474.75,1,1,Yes,No,kaggle,70.22619047619048,False,False,False,True,False,True,True,False,True,False,False
9114-VEPUF,62,96.1,6001.45,0,0,Yes,No,kaggle,96.79758064516129,True,False,False,True,False,True,True,False,False,False,True
7876-BEUTG,15,48.8,720.1,0,0,No,No,kaggle,48.00666666666667,False,False,False,False,True,False,False,False,True,False,False
2338-BQEZT,55,50.55,2832.75,0,0,No,No,kaggle,51.50454545454546,False,False,True,False,False,False,False,False,False,False,True
9873-MNDKV,11,44.65,472.25,0,0,No,No,kaggle,42.93181818181818,False,False,False,False,True,False,False,False,False,False,False
0378-NHQXU,17,88.25,1460.65,1,0,Yes,Yes,kaggle,85.92058823529412,False,False,False,True,False,False,True,False,True,False,False
8241-JUIQO,61,19.45,1336.35,0,0,No,No,kaggle,21.907377049180326,True,False,False,False,False,False,False,True,False,False,True
2194-IIQOF,71,89.3,6388.65,0,0,Yes,No,kaggle,89.98098591549295,False,True,True,False,False,False,False,False,False,False,True
4512-ZUIYL,2,70.0,153.05,1,0,No,No,kaggle,76.525,False,False,False,False,False,False,True,False,False,False,False
9631-RXVJM,35,19.25,677.9,0,0,No,No,kaggle,19.36857142857143,False,True,False,False,True,True,False,True,False,True,False
9584-EXCDZ,17,70.5,1165.6,0,0,No,No,kaggle,68.56470588235294,False,False,False,False,False,False,True,False,True,False,False
7969-AULMZ,21,97.35,2119.5,1,0,No,No,kaggle,100.92857142857143,False,False,False,True,False,False,True,False,True,False,False
5093-FEGLU,47,19.65,921.55,0,0,Yes,No,kaggle,19.607446808510637,False,True,False,False,False,False,False,True,False,True,False
2621-UDNLU,3,20.85,72.0,0,0,Yes,No,kaggle,24.0,False,False,False,False,True,False,False,True,False,False,False
7526-IVLYU,3,19.65,68.35,0,0,No,No,kaggle,22.78333333333333,False,False,False,False,True,True,False,True,False,False,False
2428-HYUNX,44,19.35,847.25,0,1,Yes,No,kaggle,19.255681818181817,False,True,True,False,False,True,False,True,False,True,False
9214-EKVXR,1,44.0,44.0,0,0,No,No,kaggle,44.0,False,False,False,False,True,False,False,False,False,False,False
3410-MHHUM,44,94.4,4295.35,0,0,Yes,Yes,kaggle,97.62159090909091,True,False,False,True,False,False,True,False,False,True,False
0568-ONFPC,5,25.9,135.0,1,0,Yes,Yes,kaggle,27.0,False,False,False,False,False,True,False,True,False,False,False
0733-VUNUW,24,55.65,1400.55,1,0,No,No,kaggle,58.356249999999996,False,False,False,False,False,True,False,False,True,False,False
4550-EVXNY,1,69.65,69.65,1,0,No,Yes,kaggle,69.65,False,False,False,True,False,False,True,False,False,False,False
2122-YWVYA,18,75.4,1380.4,0,0,No,No,kaggle,76.6888888888889,False,False,False,True,False,False,True,False,True,False,False
2968-SSGAA,10,100.6,1060.2,1,0,No,No,kaggle,106.02000000000001,False,False,False,True,False,False,True,False,False,False,False
2296-DKZFP,65,71.0,4386.2,0,0,Yes,No,kaggle,67.48,False,True,False,False,False,False,False,False,False,False,True
4844-JJWUY,1,86.0,86.0,1,1,No,No,kaggle,86.0,False,False,False,True,False,False,True,False,False,False,False
6777-TGHTM,53,106.95,5785.5,1,0,No,No,kaggle,109.16037735849056,True,False,True,False,False,False,True,False,False,False,True
8909-BOLNL,3,21.2,52.05,0,0,No,No,kaggle,17.349999999999998,True,False,False,False,True,True,False,True,False,False,False
6603-YRDCJ,33,61.05,2018.4,0,0,Yes,No,kaggle,61.163636363636364,False,True,False,False,True,True,False,False,False,True,False
3538-WZPHD,3,29.6,79.45,1,0,No,No,kaggle,26.483333333333334,False,False,False,True,False,True,False,False,False,False,False
3229-USWAR,34,79.95,2727.3,0,0,No,No,kaggle,80.21470588235294,True,False,False,False,False,False,False,False,False,True,False
2138-VFAPZ,14,19.7,263.65,0,0,Yes,Yes,kaggle,18.832142857142856,False,True,False,False,True,False,False,True,True,False,False
6131-JLWZM,13,20.3,275.4,0,0,No,No,kaggle,21.184615384615384,False,False,False,False,True,False,False,True,True,False,False
4785-QRJHC,46,59.9,2816.65,1,1,Yes,No,kaggle,61.231521739130436,True,False,False,False,False,True,False,False,False,True,False
0269-XFESX,23,24.35,538.5,0,0,Yes,Yes,kaggle,23.41304347826087,True,False,False,False,True,True,False,True,True,False,False
1709-EJDOX,47,19.75,948.9,0,0,Yes,Yes,kaggle,20.18936170212766,False,True,False,False,True,False,False,True,False,True,False
4316-XCSLJ,17,50.3,846.8,0,0,No,Yes,kaggle,49.811764705882354,False,False,False,False,True,True,False,False,True,False,False
8610-WFCJF,49,95.6,4783.5,1,0,Yes,Yes,kaggle,97.62244897959184,False,False,False,True,False,False,True,False,False,False,True
9693-XMUOB,59,50.25,2997.45,0,1,Yes,No,kaggle,50.80423728813559,False,False,False,True,False,True,False,False,False,False,True
0383-CLDDA,69,85.35,5897.4,0,0,No,No,kaggle,85.4695652173913,False,True,True,False,False,False,False,False,False,False,True
4905-JEFDW,11,41.6,470.6,1,0,No,No,kaggle,42.78181818181818,True,False,False,True,False,True,False,False,False,False,False
2709-UQGNP,10,51.65,524.5,0,0,No,No,kaggle,52.45,False,False,False,False,True,True,False,False,False,False,False
3549-ZTMNH,12,24.0,269.65,0,0,Yes,Yes,kaggle,22.47083333333333,False,True,False,False,False,True,False,True,False,False,False
7881-INRLC,45,100.85,4740.0,1,0,No,No,kaggle,105.33333333333333,False,False,True,False,False,True,True,False,False,True,False
8033-ATFAS,39,59.85,2341.5,0,0,Yes,Yes,kaggle,60.03846153846154,False,False,False,False,True,False,False,False,False,True,False
1635-NZATJ,71,25.45,1789.65,0,1,Yes,No,kaggle,25.206338028169014,False,True,True,False,False,True,False,True,False,False,True
0562-HKHML,71,23.9,1626.4,0,0,Yes,Yes,kaggle,22.907042253521126,False,True,True,False,False,True,False,True,False,False,True
8277-RVRSV,33,24.15,800.3,0,0,Yes,Yes,kaggle,24.25151515151515,True,False,True,False,False,False,False,True,False,True,False
9943-VSZUV,67,75.7,5060.85,0,1,No,No,kaggle,75.53507462686568,False,False,False,False,True,True,True,False,False,False,True
0117-LFRMW,37,40.2,1448.8,1,0,Yes,Yes,kaggle,39.15675675675676,False,False,False,False,False,True,False,False,False,True,False
6172-FECYY,49,84.5,4254.85,1,0,Yes,Yes,kaggle,86.83367346938776,False,False,False,True,False,True,True,False,False,False,True
7054-ENNGU,9,50.85,466.6,0,0,Yes,No,kaggle,51.84444444444445,False,False,False,False,True,False,False,False,False,False,False
1455-HFBXA,52,91.6,4627.8,0,0,Yes,No,kaggle,88.99615384615385,False,True,True,False,False,True,True,False,False,False,True
9402-CXWPL,70,98.9,6838.6,0,0,No,No,kaggle,97.69428571428573,True,False,False,True,False,False,True,False,False,False,True
1628-BIZYP,1,85.0,85.0,0,0,No,No,kaggle,85.0,False,False,False,True,False,True,True,False,False,False,False
1965-AKTSX,14,78.95,1101.85,1,1,No,No,kaggle,78.70357142857142,False,False,False,True,False,False,True,False,True,False,False
0082-LDZUE,1,44.3,44.3,0,0,No,No,kaggle,44.3,False,False,False,False,True,True,False,False,False,False,False
4786-UKSNZ,1,20.2,20.2,1,0,No,No,kaggle,20.2,False,False,False,False,True,True,False,True,False,False,False
5343-SGUBI,52,80.2,4297.6,0,0,No,No,kaggle,82.64615384615385,True,False,False,False,True,False,True,False,False,False,True
0856-NAOES,6,60.9,414.1,0,0,No,No,kaggle,69.01666666666667,False,False,False,False,True,True,False,False,False,False,False
1976-AZZPJ,7,34.2,256.6,0,0,Yes,No,kaggle,36.65714285714286,False,False,False,False,True,True,False,False,False,False,False
7248-VZQLC,47,85.2,3969.35,1,1,No,No,kaggle,84.45425531914893,False,False,False,False,False,False,True,False,False,True,False
6156-UZDLF,26,87.15,2274.1,0,0,No,No,kaggle,87.46538461538461,True,False,True,False,False,False,True,False,False,True,False
3099-OONVS,25,54.3,1296.8,0,0,Yes,Yes,kaggle,51.872,False,False,False,True,False,True,False,False,False,True,False
9500-WBGRP,69,19.1,1268.85,0,0,No,No,kaggle,18.389130434782608,False,True,False,False,True,True,False,True,False,False,True
5183-KLYEM,72,112.75,8192.6,0,0,No,No,kaggle,113.78611111111111,False,True,True,False,False,False,True,False,False,False,True
5144-PQCDZ,4,19.95,59.25,0,0,No,No,kaggle,14.8125,False,False,False,False,True,True,False,True,False,False,False
8514-VZHEB,59,19.5,1147.85,0,0,Yes,Yes,kaggle,19.45508474576271,False,True,False,False,True,True,False,True,False,False,True
6625-IUTTT,67,65.55,4361.55,0,0,No,No,kaggle,65.09776119402986,False,True,False,False,False,True,False,False,False,False,True
9355-NPPFS,26,78.8,2006.1,0,1,No,No,kaggle,77.1576923076923,False,False,False,True,False,False,True,False,False,True,False
0068-FIGTF,27,78.2,2078.95,0,0,No,No,kaggle,76.99814814814815,True,False,False,False,True,False,False,False,False,True,False
5965-GGPRW,72,105.25,7609.75,0,0,Yes,Yes,kaggle,105.69097222222223,False,True,False,False,False,True,True,False,False,False,True
8035-PWSEV,6,89.25,487.05,0,0,No,No,kaggle,81.175,False,False,False,True,False,False,True,False,False,False,False
2236-HILPA,62,20.65,1218.45,0,0,Yes,Yes,kaggle,19.65241935483871,False,True,True,False,False,True,False,True,False,False,True
1840-BIUOG,20,68.7,1416.2,0,0,No,No,kaggle,70.81,True,False,False,True,False,True,False,False,True,False,False
1356-MKYSK,6,78.65,483.3,0,0,No,No,kaggle,80.55,False,False,True,False,False,True,False,False,False,False,False
6080-LNESI,51,24.75,1234.6,0,0,No,No,kaggle,24.2078431372549,False,True,False,False,True,True,False,True,False,False,True
1830-IPXVJ,61,19.75,1311.6,0,0,Yes,Yes,kaggle,21.501639344262294,False,True,True,False,False,False,False,True,False,False,True
5828-DWPIL,62,89.1,5618.3,0,1,Yes,No,kaggle,90.61774193548388,False,False,False,True,False,True,True,False,False,False,True
8398-TBIYD,72,84.7,6185.15,0,0,No,No,kaggle,85.9048611111111,False,True,False,False,False,False,True,False,False,False,True
0011-IGKFF,13,98.0,1237.85,1,1,Yes,No,kaggle,95.21923076923076,False,False,False,True,False,True,True,False,True,False,False
4192-GORJT,5,94.45,498.1,1,0,Yes,No,kaggle,99.62,False,False,False,True,False,True,True,False,False,False,False
6496-SLWHQ,3,105.0,294.45,1,1,No,No,kaggle,98.14999999999999,False,False,False,True,False,True,True,False,False,False,False
9912-GVSEQ,26,93.85,2381.55,1,1,Yes,No,kaggle,91.59807692307693,False,False,False,True,False,False,True,False,False,True,False
2931-FSOHN,13,59.9,788.35,0,1,No,No,kaggle,60.642307692307696,False,False,False,True,False,True,False,False,True,False,False
9418-RUKPH,38,19.95,756.4,0,0,Yes,Yes,kaggle,19.905263157894737,False,True,False,False,True,False,False,True,False,True,False
5383-MMTWC,8,84.0,613.4,1,1,Yes,No,kaggle,76.675,False,False,False,True,False,False,True,False,False,False,False
9971-ZWPBF,34,108.9,3625.2,0,1,Yes,Yes,kaggle,106.62352941176471,False,False,False,True,False,True,True,False,False,True,False
4712-AUQZO,18,33.6,550.35,0,0,No,No,kaggle,30.575000000000003,False,False,False,False,True,True,False,False,True,False,False
9711-FJTBX,56,85.85,4793.8,0,0,Yes,Yes,kaggle,85.60357142857143,True,False,False,False,True,True,True,False,False,False,True
2908-ZTPNF,36,34.85,1267.2,0,0,No,No,kaggle,35.2,False,False,False,False,False,False,False,False,False,True,False
7240-ETPTR,9,48.75,442.2,1,0,Yes,No,kaggle,49.13333333333333,False,False,False,True,False,False,False,False,False,False,False
2202-CUYXZ,1,84.85,84.85,1,0,No,No,kaggle,84.85,False,False,False,True,False,True,True,False,False,False,False
5995-OIGLP,12,56.65,654.85,1,0,No,No,kaggle,54.57083333333333,False,False,False,False,True,True,False,False,False,False,False
8421-WZOOW,57,95.3,5567.45,0,1,Yes,Yes,kaggle,97.67456140350878,False,False,True,False,False,False,True,False,False,False,True
6261-RCVNS,42,73.9,3160.55,1,0,No,No,kaggle,75.25119047619049,True,False,True,False,False,False,False,False,False,True,False
7951-QKZPL,33,24.5,740.3,1,0,Yes,Yes,kaggle,22.433333333333334,False,True,False,False,True,False,False,True,False,True,False
1414-YADCW,70,84.6,5706.2,0,0,Yes,No,kaggle,81.51714285714286,False,True,False,False,False,True,True,False,False,False,True
8756-RDDLT,68,44.95,3085.35,0,0,No,No,kaggle,45.37279411764706,False,False,False,True,False,False,False,False,False,False,True
2862-PFNIK,1,24.7,24.7,0,0,No,Yes,kaggle,24.7,False,False,False,True,False,True,False,False,False,False,False
5816-QVHRX,37,100.3,3541.4,0,0,No,No,kaggle,95.71351351351352,False,False,True,False,False,False,True,False,False,True,False
4430-YHXGG,4,25.45,84.2,0,0,No,Yes,kaggle,21.05,False,False,False,False,True,False,False,True,False,False,False
6888-SBYAI,1,50.7,50.7,0,0,No,No,kaggle,50.7,False,False,False,False,True,True,False,False,False,False,False
7395-XWZOY,20,55.0,1165.55,0,0,No,No,kaggle,58.277499999999996,False,False,True,False,False,True,False,False,True,False,False
7169-YWAMK,72,68.4,4855.35,0,0,Yes,Yes,kaggle,67.43541666666667,False,True,False,False,False,True,False,False,False,False,True
3640-PHQXK,31,89.9,2806.9,1,0,No,No,kaggle,90.54516129032258,False,False,False,True,False,False,True,False,False,True,False
6877-LGWXO,18,78.55,1422.65,1,1,Yes,No,kaggle,79.03611111111111,False,False,False,True,False,True,True,False,True,False,False
6859-RKMZJ,11,55.05,608.15,0,0,Yes,No,kaggle,55.28636363636363,False,False,False,False,False,True,False,False,False,False,False
2729-VNVAP,33,19.8,641.35,0,0,Yes,Yes,kaggle,19.434848484848487,False,True,True,False,False,False,False,True,False,True,False
2957-JIRMN,62,84.45,4959.15,0,1,No,No,kaggle,79.98629032258064,True,False,False,True,False,False,True,False,False,False,True
2049-BAFNW,1,35.9,35.9,0,0,No,No,kaggle,35.9,False,False,False,False,True,False,False,False,False,False,False
3842-QTGDL,16,80.75,1321.3,0,0,Yes,No,kaggle,82.58125,False,False,False,False,False,True,True,False,True,False,False
7163-OCEQI,22,78.65,1663.75,0,0,Yes,Yes,kaggle,75.625,True,False,False,False,True,True,False,False,True,False,False
9782-LGXMC,49,61.75,3024.15,0,0,Yes,Yes,kaggle,61.71734693877551,False,False,False,False,False,False,False,False,False,False,True
5975-BAICR,36,63.7,2188.5,0,0,Yes,Yes,kaggle,60.791666666666664,True,False,True,False,False,True,False,False,False,True,False
8019-ENHXU,42,99.45,4138.05,1,0,Yes,No,kaggle,98.525,False,False,False,True,False,True,True,False,False,True,False
5167-GBFRE,4,25.2,102.5,1,1,No,No,kaggle,25.625,False,False,False,False,False,True,False,False,False,False,False
9033-EOXWV,12,74.05,872.65,1,0,No,No,kaggle,72.72083333333333,True,False,False,False,True,False,False,False,False,False,False
4673-KKSLS,31,87.6,2724.25,0,0,No,No,kaggle,87.87903225806451,False,False,False,True,False,False,True,False,False,True,False
4853-OITSN,5,89.15,413.25,0,0,Yes,No,kaggle,82.65,False,False,False,True,False,True,True,False,False,False,False
9800-OUIGR,66,20.0,1374.2,0,0,Yes,Yes,kaggle,20.82121212121212,False,True,True,False,False,True,False,True,False,False,True
1324-NLTJE,15,55.0,757.1,1,1,No,No,kaggle,50.473333333333336,False,False,True,False,False,False,False,False,True,False,False
2324-EFHVG,64,104.4,6692.65,0,0,No,No,kaggle,104.57265625,False,True,False,False,False,True,True,False,False,False,True
7094-MSZAO,10,20.05,218.5,0,0,Yes,Yes,kaggle,21.85,False,False,True,False,False,True,False,True,False,False,False
1522-VVDMG,7,89.75,608.8,1,0,Yes,Yes,kaggle,86.97142857142856,False,False,False,True,False,True,True,False,False,False,False
6907-CQGPN,29,34.3,1004.75,0,0,No,No,kaggle,34.64655172413793,False,False,False,True,False,True,False,False,False,True,False
0780-XNZFN,57,20.65,1125.6,0,0,No,No,kaggle,19.74736842105263,False,True,False,False,False,True,False,True,False,False,True
0239-OXEXL,46,84.25,3847.6,0,0,No,No,kaggle,83.64347826086956,False,False,False,False,True,False,True,False,False,True,False
2675-IJRGJ,53,19.65,978.0,0,0,No,No,kaggle,18.452830188679247,False,True,False,False,False,True,False,True,False,False,True
7049-GKVZY,17,79.85,1387.35,0,0,No,No,kaggle,81.60882352941177,True,False,True,False,False,False,False,False,True,False,False
8577-QSOCG,38,20.2,746.05,0,0,Yes,Yes,kaggle,19.632894736842104,False,True,False,False,True,False,False,True,False,True,False
3721-CNZHX,15,19.8,304.6,0,0,No,No,kaggle,20.30666666666667,True,False,False,False,True,True,False,True,True,False,False
0212-ISBBF,22,50.35,1098.85,0,0,No,No,kaggle,49.94772727272727,False,False,False,True,False,False,False,False,True,False,False
9185-TQCVP,14,85.15,1139.2,1,0,Yes,No,kaggle,81.37142857142858,False,False,False,True,False,True,True,False,True,False,False
3585-YNADK,57,74.6,4368.95,0,0,Yes,No,kaggle,76.64824561403509,True,False,False,False,False,False,False,False,False,False,True
5271-DBYSJ,11,79.15,827.7,0,1,No,No,kaggle,75.24545454545455,False,False,True,False,False,True,True,False,False,False,False
1099-GODLO,1,20.35,20.35,0,0,Yes,Yes,kaggle,20.35,False,True,False,False,True,False,False,True,False,False,False
6828-HMKWP,12,21.05,262.05,0,0,Yes,Yes,kaggle,21.837500000000002,False,True,False,False,False,True,False,True,False,False,False
5567-WSELE,3,94.6,279.55,1,1,Yes,No,kaggle,93.18333333333334,False,False,False,True,False,True,True,False,False,False,False
1472-TNCWL,36,94.7,3512.5,0,0,No,Yes,kaggle,97.56944444444444,False,False,False,True,False,True,True,False,False,True,False
8063-RJYNF,16,94.25,1483.25,1,0,No,No,kaggle,92.703125,False,False,False,True,False,True,True,False,True,False,False
